Gene	UniProt annotation	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	INT_ma1	INT_ma2	INT_ma3	LIV_ma1	LIV_ma2	LIV_ma3
Smp_175020	Amiloride-sensitive sodium channel,putative	20.17663429	0.889636046	0.569948475	1.560906091	0.11854591	0.302690767	20.04831896	9.385505605	8.348533934	25.88407201	29.24421836	28.14915686
Smp_175090	Long-chain-fatty-acid--CoA ligase	25.45776363	-0.16733307	0.510322262	-0.327896866	0.742989644	0.867766179	18.09238541	32.84926962	33.39413574	27.57216366	23.24540433	17.59322304
Smp_175150		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_175190	DNA-directed RNA polymerase	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_175200	Protein TAPT1 homolog	28.3409821	0.287250266	0.468704794	0.612859671	0.539969131	0.73813642	23.96018608	32.84926962	20.87133484	30.94834696	28.86929248	32.54746262
Smp_175210	 Peptidase_M28 domain-containing protein	88.08034262	-0.700381783	0.3293125	-2.126799873	0.033436715	0.133589743	118.3339802	98.54780885	108.5309411	69.21175776	75.36010115	58.4974666
Smp_175230	dihydrofolate reductase	28.77818629	-0.081252269	0.529820464	-0.153358117	0.878115872	0.944107208	47.92037216	14.07825841	20.87133484	33.19913583	36.36781001	20.23220649
Smp_175240		7.064574564	-0.182155398	0.890144987	-0.20463565	0.8378568	0.924069191	2.933900336	9.385505605	12.5228009	5.064274958	4.12418464	8.356780943
Smp_175270	Delta-like protein	31.51852456	-0.128376929	0.445717946	-0.288022795	0.77332929	0.88695986	35.69578742	32.84926962	29.21986877	27.00946644	34.8681065	29.46864859
Smp_175310	Cyclin-dependent serine/threonine-protein kinase DDB_G0292550	52.53429114	0.208563957	0.502745097	0.414850307	0.67825149	0.832200255	55.255123	56.31303363	33.39413574	30.38564975	35.61795825	104.2398465
Smp_175340	ADAM17 peptidase (M12 family)	32.22077636	-0.280776492	0.445648471	-0.63004029	0.528668224	0.729328926	29.33900336	32.84926962	45.91693664	30.38564975	26.24481134	28.58898743
Smp_175390	Calmodulin	1.16962089	0.05626496	2.032636179	0.027680782	0.977916751	NA	2.444916947	0	0	2.813486088	0	1.759322304
Smp_175400	MULE domain-containing protein	0.073305096	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0	0	0.439830576
Smp_175410	Zinc-finger domain containing protein	12.63490373	0.151548658	0.69707605	0.217406204	0.827891796	0.919006913	7.82373423	9.385505605	20.87133484	9.003155481	9.373146909	19.35254534
Smp_175420	Signal peptidase complex subunit 3	70.33488596	-0.372688883	0.378294455	-0.985181989	0.324534686	0.553554256	89.97294365	75.08404484	70.96253844	59.08320784	82.4836928	44.42288817
Smp_175430	DNA damage-binding protein 1	46.19513157	0.206565543	0.469040144	0.440400562	0.659647018	0.81945814	55.255123	18.77101121	50.0912036	72.02524384	50.24006743	30.78814031
Smp_175440		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_175500	Putative gata binding factor	1.4588481	2.065528932	1.706380982	1.210473484	0.22609726	NA	0.488983389	0	0	2.25078887	3.374332887	2.638983456
Smp_175510	Ig-like domain-containing protein	24.08284907	0.048440922	0.515553572	0.093959046	0.925141689	0.966978787	29.33900336	14.07825841	25.0456018	18.00631096	28.11944073	29.90847916
Smp_175550		82.53383536	-0.535562708	0.351923298	-1.521816574	0.128055048	0.318589619	90.95091042	103.2405617	100.1824072	73.7133355	78.73443403	48.38136335
Smp_175570	Protein MEMO1	26.9553386	0.309816517	0.536755275	0.577202555	0.563802631	0.755007568	25.91611964	37.54202242	8.348533934	25.32137479	20.6209232	43.98305759
Smp_175580	Smp_200730	31.60695525	0.66234205	0.469100762	1.411939829	0.157967679	0.362883794	30.31697014	14.07825841	25.0456018	39.38880523	43.86632753	36.94576838
Smp_175590	receptor protein-tyrosine kinase	13.7327553	0.660551042	0.662278037	0.99739234	0.318574108	0.549472645	12.71356812	9.385505605	8.348533934	11.81664157	14.62210918	25.5101734
Smp_175610	Putative thioredoxin-like protein	83.18135126	0.215205057	0.355503521	0.605352814	0.544944597	0.741496224	75.79242535	84.46955045	70.96253844	115.3529296	76.85980465	75.65085906
Smp_175630	Putative collagen alpha chain	3.904725674	0.303206471	1.098674708	0.275974744	0.782567465	0.894180932	4.889833894	4.692752803	0	3.938880523	3.749258763	6.157628063
Smp_175640	POU domain protein	33.80497135	1.256528033	0.519752283	2.417551736	0.015625313	0.077680905	20.04831896	18.77101121	20.87133484	58.52051062	59.98814022	24.63051225
Smp_175660	Endoplasmic reticulum transmembrane protein	171.7566362	-0.54585379	0.28214102	-1.934684257	0.053029053	0.183890031	216.1306581	201.7883705	192.0162805	141.7996988	145.0963141	133.7084951
Smp_175680	Tudor domain-containing protein	111.913486	-0.174831106	0.342370552	-0.510648782	0.609597011	0.78772924	112.9551629	131.3970785	112.7052081	136.1727266	103.4795419	74.77119791
Smp_175710	Homeobox protein aristaless-related	15.53910313	2.1122619	0.741309102	2.849367281	0.004380628	0.030246518	8.801701009	0	4.174266967	16.31821931	26.9946631	36.94576838
Smp_175740	60S ribosomal protein L14	461.5506928	-1.305068436	0.279540047	-4.668627802	3.03E-06	6.12E-05	825.4039613	614.7506171	525.9576379	300.4803142	241.4522644	261.2593621
Smp_175780	Sex-determining protein fem-1, putative	55.56635216	-0.532780773	0.443645448	-1.200915674	0.229783914	0.454113101	33.25087048	61.00578643	108.5309411	48.95465793	38.99229114	42.66356586
Smp_175810	39S ribosomal protein L40, mitochondrial	209.0615247	0.379194172	0.321479325	1.179528954	0.238187614	0.463554379	214.6637079	187.7101121	137.7508099	199.194815	203.209825	311.8398783
Smp_175840	Eukaryotic translation initiation factor 2A	64.14829074	0.64451066	0.406614221	1.585066696	0.112951181	0.294272402	70.90259146	32.84926962	37.5684027	82.15379376	68.61143537	92.80425152
Smp_175860	Centrosomal protein of	7.596674836	-0.129230053	0.871487233	-0.1482868	0.882116432	0.945433109	3.422883726	18.77101121	4.174266967	7.315063828	7.498517527	4.398305759
Smp_175880	CDKN2A interacting protein	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_175900	Synaptotagmin	317.9079238	-0.680791536	0.302532678	-2.250307437	0.024429436	0.106292315	398.5214623	333.185449	442.4722985	178.9377152	235.4534503	318.8771675
Smp_175910	Putative sperm nuclear basic protein PL-I isoform PLIb	79.5030768	-0.760829523	0.33412765	-2.277062441	0.022782497	0.10092599	92.90684398	112.6260673	96.00814024	58.52051062	63.73739898	53.21949969
Smp_175920	Non-specific serine/threonine protein kinase	29.93912763	1.247298784	0.51813131	2.407302476	0.016070853	0.07920436	22.49323591	14.07825841	12.5228009	53.45623567	47.6155863	29.46864859
Smp_175930	Elav (Embryonic lethal, abnormal vision,drosophila)-like protein	41.47605204	-0.684217101	0.443442939	-1.542965375	0.122839177	0.309727125	39.60765454	28.15651682	87.65960631	31.51104418	28.4943666	33.42712377
Smp_175950	tRNA (cytosine(34)-C(5))-methyltransferase	28.38044431	1.015073706	0.556323446	1.824610691	0.068059799	0.215775332	30.80595353	9.385505605	8.348533934	50.64274958	38.99229114	32.10763204
Smp_175980	Na_H_Exchanger domain-containing protein	29.38488536	1.554847396	0.578759401	2.686517734	0.007220112	0.044239365	12.22458473	14.07825841	20.87133484	25.88407201	31.11884774	72.13221445
Smp_176000	Myosin V, putative	16.22671109	1.919013858	0.649470594	2.954735559	0.003129372	0.023041347	6.845767451	9.385505605	4.174266967	27.00946644	23.99525609	25.95000398
Smp_176010	CLASP_N domain-containing protein	6.197854004	2.081482782	1.017120482	2.04644663	0.040712448	0.153385541	2.444916947	4.692752803	0	8.440458263	12.37255392	9.236442094
Smp_176020		0.782125467	-3.75756424	2.815887776	-1.334415481	0.182067729	NA	0	4.692752803	0	0	0	0
Smp_176040	Folliculin	11.1823915	0.958641661	0.710014741	1.35017149	0.176960981	0.388840684	6.356784062	9.385505605	8.348533934	16.88091653	14.2471833	11.87542555
Smp_176050	Rab6, putative	53.84756234	0.384356209	0.40680521	0.944816339	0.344752649	0.57228136	62.58987384	37.54202242	33.39413574	72.58794106	61.11291784	55.85848314
Smp_176070	Rho-GAP domain-containing protein	84.24771007	0.558109317	0.382059936	1.460789959	0.144073092	0.343329647	94.37379415	46.92752803	54.26547057	84.96727985	100.4801349	124.472053
Smp_176080	DIF_8	221.5388442	-1.345816122	0.318599686	-4.224160224	2.40E-05	0.000387224	339.8434556	412.9622466	200.3648144	146.8639738	116.6019475	112.5966274
Smp_176090	Fbxl4, putative	21.4202601	-0.095956317	0.53136063	-0.18058605	0.856692506	0.933292181	22.49323591	18.77101121	25.0456018	17.44361374	28.4943666	16.27373131
Smp_176100	Cation efflux protein/ zinc transporter,putative	15.90666429	-0.527547057	0.614901568	-0.857937408	0.390927027	0.615807403	10.75763457	23.46376401	25.0456018	12.37933879	14.99703505	8.796611518
Smp_176110	F-box domain-containing protein	13.09449604	0.616935557	0.664937371	0.927810021	0.353506125	0.579630603	14.66950168	4.692752803	8.348533934	18.00631096	13.49733155	19.35254534
Smp_176140		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_176150	Methyl methanesulfonate-sensitivity protein 22-like	18.59483498	0.298391934	0.599521799	0.497716571	0.618683827	0.792256407	20.53730235	23.46376401	4.174266967	29.82295253	19.49614557	14.07457843
Smp_176160	Venom allergen-like (VAL) 26 protein; Venom allergen-like (VAL) 28 protein	0.975488781	-1.664896253	2.129595811	-0.781789786	0.434338125	NA	0.488983389	0	4.174266967	0	0.749851753	0.439830576
Smp_176170		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_176180	Venom allergen-like protein 9	548.5811914	-0.983387688	0.281270983	-3.496228713	0.000471884	0.004988071	954.0065927	619.4433699	605.2687102	350.5603665	355.8046567	406.4034522
Smp_176200	Cu/Zn superoxide dismutase (Fragment)	101.5656557	0.762545485	0.353783693	2.155400318	0.031130522	0.126732086	77.74835891	89.16230325	58.43973754	159.8060098	127.474798	96.7627267
Smp_176230	Eukaryotic translation initiation factor 3 subunit E	93.62621609	1.378162282	0.414852257	3.322055641	0.000893569	0.008470556	81.17124264	23.46376401	37.5684027	158.6806153	126.7249462	134.1483257
Smp_176260	Geminin	50.10546488	0.385498172	0.479628494	0.803743265	0.421545262	0.642731802	68.9466579	28.15651682	25.0456018	85.52997707	52.48962269	40.46441298
Smp_176270	Putative syntaxin	30.48417258	-0.374053695	0.481242253	-0.777266944	0.437001293	0.655156757	27.38306981	23.46376401	54.26547057	30.38564975	28.4943666	18.91271476
Smp_176290	Tyrosine--tRNA ligase	20.79322372	0.53759858	0.550425051	0.976697152	0.328719105	0.556953626	15.64746846	28.15651682	8.348533934	27.00946644	26.24481134	19.35254534
Smp_176300	Dynein heavy chain, putative	44.88832758	1.239916693	0.57348429	2.162076129	0.030612309	0.125340234	21.51526913	23.46376401	37.5684027	16.31821931	79.85921166	90.60509864
Smp_176310	Acetylcholine-gated chloride channel subunit	81.13350577	-0.719441095	0.362983042	-1.982023985	0.047476556	0.171602737	110.0212626	112.6260673	79.31107237	42.76498853	65.98695424	76.09068963
Smp_176340	CCAAT-binding transcription factor, putative	147.59346	-0.885817844	0.318483296	-2.781363591	0.005413107	0.035564116	185.3247046	244.0231457	146.0993438	125.4814795	97.10580197	87.52628461
Smp_176350	Septate junction protein	34.48773777	-1.377936863	0.447937022	-3.076184367	0.002096682	0.016846432	35.69578742	70.39129204	45.91693664	17.44361374	17.24659031	20.23220649
Smp_176370	TBC1 domain family member 23	50.73450159	0.57522271	0.442598343	1.299649489	0.19372113	0.410808068	37.65172098	14.07825841	70.96253844	57.95781341	49.86514155	73.89153675
Smp_176380	Codanin-1_C domain-containing protein	20.75400564	-0.439216411	0.590077869	-0.744336357	0.456673011	0.672892008	24.93815286	46.92752803	0	17.44361374	17.62151619	17.59322304
Smp_176390	Putative cadherin	9.461811056	0.560963519	0.812247796	0.690631015	0.489797452	0.700205365	8.801701009	9.385505605	4.174266967	3.938880523	11.99762804	18.47288419
Smp_176410	F-box domain-containing protein	17.95479216	0.018062059	0.625230826	0.028888626	0.976953417	0.990836644	18.09238541	18.77101121	16.69706787	9.003155481	13.49733155	31.66780147
Smp_176420	Ras guanine nucleotide exchange factor,putative	25.30230672	1.074157089	0.559624681	1.919424079	0.054930686	0.188570333	24.93815286	4.692752803	12.5228009	39.95150244	29.24421836	40.46441298
Smp_176430	Putative pleckstrin homology domain containing family G	4.405250401	-0.376064232	1.031613071	-0.364540003	0.715454808	0.852862344	2.933900336	4.692752803	8.348533934	2.813486088	4.12418464	3.518644607
Smp_176440	Protein kinase	550.6470522	-3.482576869	0.737080307	-4.724826909	2.30E-06	4.77E-05	265.028997	1403.133088	1364.985298	89.46885759	58.11351083	123.1525613
Smp_176460	Ell-associated factor Eaf	6.199733396	2.313616014	1.045997958	2.211874313	0.026975351	0.114209537	1.955933558	4.692752803	0	13.50473322	8.24836928	8.796611518
Smp_176490	DUF295 domain-containing protein	11.75946662	0.299638644	0.700669212	0.427646369	0.668908602	0.824765175	12.22458473	18.77101121	0	11.25394435	16.87166444	11.43559497
Smp_176540	Putative cadherin	23.39489938	0.608141438	0.597111645	1.018471912	0.308453743	0.539640371	11.24661796	23.46376401	25.0456018	18.56900818	17.62151619	44.42288817
Smp_176570	Integrase catalytic domain-containing protein	2.643256084	-0.304489615	1.355904017	-0.224565759	0.822317105	0.916219081	0.977966779	4.692752803	4.174266967	2.25078887	1.124777629	2.638983456
Smp_176580	Serine/threonine kinase	40.72167385	-0.39674985	0.510084748	-0.777811631	0.43668007	0.655156757	26.40510303	32.84926962	83.48533934	23.07058592	26.61973722	51.90000796
Smp_176600	Serine/threonine protein phosphatase 2A regulatory subunit	187.702416	-1.49357603	0.362601239	-4.119059371	3.80E-05	0.000582291	229.3332096	445.8115162	158.6221447	97.34661863	112.8526888	82.2483177
Smp_176620	Serine/threonine kinase	122.9344729	0.582474675	0.351172887	1.65865503	0.097185326	0.268638066	130.0695816	98.54780885	58.43973754	129.42036	149.5954247	171.5339246
Smp_176630	Selenocysteine-specific elongation factor,putative	27.43486441	0.340263908	0.524079273	0.649260379	0.516170091	0.719420487	30.31697014	14.07825841	25.0456018	42.20229132	34.49318062	18.47288419
Smp_176640	RING-type domain-containing protein	12.0487577	-0.055121839	0.655661183	-0.084070615	0.933000288	0.970240642	13.6915349	14.07825841	8.348533934	14.63012766	12.7474798	8.796611518
Smp_176650	GATA zinc finger domain-containing protein 14-like	10.07547923	4.17469433	1.114297818	3.746479856	0.000179333	0.002219836	0.488983389	0	4.174266967	7.315063828	17.24659031	31.22797089
Smp_176700		1061.781399	-2.857545831	0.258553944	-11.05202956	2.14E-28	2.03E-25	1644.451138	2285.370615	1669.706787	265.0303895	236.9531539	269.1763125
Smp_176710	Putative transcriptional factor nfil3/e4bp4	38.34263095	1.174088083	0.500976382	2.343599669	0.019098659	0.088846211	23.47120269	4.692752803	41.74266967	45.0157774	41.2418464	73.89153675
Smp_176720	Lipoma hmgic fusion partner-like protein 4	3.997835984	2.383861443	1.239659743	1.922996577	0.05448048	0.187401441	1.955933558	0	0	7.315063828	8.998221032	5.717797487
Smp_176740		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_176750	Serine/threonine kinase	59.76662612	-0.747791623	0.441033857	-1.695542443	0.089972566	0.256025522	44.00850504	93.85505605	91.83387328	37.70071357	62.61262135	28.58898743
Smp_176760	Metaxin, putative	32.95302473	0.51964671	0.471453653	1.102222258	0.270365058	0.499824233	21.51526913	46.92752803	16.69706787	36.57531914	38.61736526	37.38559895
Smp_176780	Nuclear protein MDM1	54.41030208	-0.128620105	0.418645992	-0.307228799	0.758669227	0.877784227	36.6737542	51.62028083	87.65960631	43.89038297	47.24066042	59.37712775
Smp_176810	Elav (Embryonic lethal, abnormal vision,drosophila)-like protein	43.72406751	1.104774804	0.471681835	2.342203411	0.019170264	0.089130769	36.6737542	32.84926962	8.348533934	79.90300489	53.98932619	50.58051623
Smp_176820	G_PROTEIN_RECEP_F2_4 domain-containing protein	21.11241176	-0.814995543	0.505962322	-1.610783072	0.107227012	0.284594751	27.38306981	28.15651682	25.0456018	16.31821931	13.49733155	16.27373131
Smp_176840	Putative hypoxia associated factor	78.70791671	0.925585351	0.41762486	2.216308077	0.02667041	0.113272986	81.17124264	42.23477522	29.21986877	79.90300489	111.7279112	127.9906976
Smp_176850	Putative armc4	25.79633321	-0.315784133	0.581596071	-0.542961254	0.58715648	0.772642589	22.9822193	61.00578643	4.174266967	14.63012766	29.99407011	21.9915288
Smp_176910		53.06948369	0.70396698	0.452941267	1.554212502	0.120133736	0.305663096	33.25087048	23.46376401	66.78827147	82.15379376	72.73562001	40.02458241
Smp_176930	Putative cationic amino acid transporter	2.809959812	-2.341833779	1.475800665	-1.586822553	0.11255284	0.293441332	0.977966779	9.385505605	4.174266967	0.562697218	0	1.759322304
Smp_176940	Putative cationic amino acid transporter	13.03554169	0.210424279	0.629875581	0.334072769	0.738324648	0.865684136	13.20255151	14.07825841	8.348533934	14.06743044	13.12240567	15.39407016
Smp_176950	RING-type domain-containing protein	5.360551959	1.324111317	1.063452078	1.245106709	0.213092528	0.436266751	3.911867115	0	4.174266967	3.938880523	5.623888145	14.51440901
Smp_176960	ELL domain-containing protein	32.45593835	-0.527878798	0.445292178	-1.185466138	0.235833195	0.460821625	46.94240538	23.46376401	41.74266967	28.69755809	26.61973722	27.26949571
Smp_176980	Putative beta-arrestin 1	1.445405336	1.535621465	1.72509362	0.89016703	0.373376205	NA	0.977966779	0	0	2.25078887	4.12418464	1.319491728
Smp_177010	Putative mk-ser/thr/tyr interacting protein (Mk-styx)	8.95299996	-0.02647604	0.895989013	-0.029549514	0.97642633	0.990772232	8.801701009	18.77101121	0	1.688091653	8.623295156	15.83390073
Smp_177020	Phosphoinositide phospholipase C	59.5939931	-0.781625433	0.398475051	-1.961541709	0.049815865	0.177217845	52.81020605	93.85505605	83.48533934	42.76498853	31.86869949	52.77966911
Smp_177040	GPI mannosyltransferase 2	23.57613905	-0.024546025	0.574010955	-0.042762293	0.965891022	0.98562428	17.11441863	18.77101121	37.5684027	33.76183305	23.24540433	10.9957644
Smp_177060	Putative synoviolin	39.60154546	0.998582975	0.485050485	2.05871967	0.039521101	0.150289279	36.6737542	28.15651682	8.348533934	70.33715219	50.98991918	43.10339644
Smp_177080	Alpha-1,3/1,6-mannosyltransferase ALG2	23.58579168	0.777413424	0.528550395	1.470840683	0.141334207	0.339223677	22.00425252	14.07825841	12.5228009	37.70071357	26.61973722	28.58898743
Smp_177100		1.988116232	-2.499662279	1.739111986	-1.437321057	0.150626788	0.352756621	0.977966779	9.385505605	0	1.125394435	0	0.439830576
Smp_177120	Serine/threonine kinase	13.43136479	0.07252586	0.650831308	0.111435727	0.911270831	0.960710328	10.26865118	9.385505605	20.87133484	18.56900818	10.49792454	10.9957644
Smp_177180		84.89452438	-0.031288046	0.371034143	-0.084326596	0.932796767	0.970240642	90.95091042	98.54780885	66.78827147	111.4140491	83.60847043	58.05763602
Smp_177290	TRAM domain-containing protein	7.294464933	0.385599154	0.841886479	0.458017991	0.646939516	0.810178243	5.867800673	9.385505605	4.174266967	9.003155481	10.49792454	4.838136335
Smp_177720	G_PROTEIN_RECEP_F1_2 domain-containing protein	4.608607913	-1.851609323	1.046869142	-1.76871134	0.076942059	0.233426728	4.400850504	9.385505605	8.348533934	1.688091653	0.749851753	3.078814031
Smp_177780	Putative sugar transporter	8.816807114	-0.762124119	0.790317985	-0.964325921	0.334882549	0.563148622	10.26865118	23.46376401	0	6.75236661	4.499110516	7.916950367
Smp_177790	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	50.49131997	-0.658476482	0.406059335	-1.621626262	0.104883396	0.281604664	70.41360807	84.46955045	29.21986877	38.26341079	40.11706877	40.46441298
Smp_178170	Ovule protein	0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_178230	 SKIP_SNW domain-containing protein	9.23267693	0.276156762	0.822696949	0.335672525	0.737117827	0.865616612	10.75763457	4.692752803	8.348533934	3.376183305	9.748072785	18.47288419
Smp_178300		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_178360	E3 UFM1-protein ligase 1 homolog	7.756994019	0.395705546	0.815096803	0.485470615	0.627342552	0.798332054	6.845767451	4.692752803	8.348533934	11.25394435	10.12299866	5.277966911
Smp_178410	UV radiation resistance-associated protein	27.67865424	-0.400097673	0.487640463	-0.820476772	0.411944365	0.633606488	24.93815286	46.92752803	25.0456018	27.57216366	23.99525609	17.59322304
Smp_178420	G_PROTEIN_RECEP_F1_2 domain-containing protein	0.09378287	-1.542995121	4.051464091	-0.380848771	0.703315467	NA	0	0	0	0.562697218	0	0
Smp_178490	Solute carrier family 35 member d1, putative	30.51085785	-0.132016185	0.4531177	-0.291350757	0.770783072	0.885244777	29.82798675	37.54202242	29.21986877	32.63643862	24.37018196	29.46864859
Smp_178700	Histone acetyltransferase type B catalytic subunit	39.30998644	-0.013867628	0.430040277	-0.032247278	0.974274854	0.989568501	44.98647182	42.23477522	29.21986877	46.70386906	42.36662403	30.34830974
Smp_178710	UVR domain-containing protein	21.54100317	0.184532991	0.526681936	0.35036894	0.726061834	0.860358063	21.02628574	9.385505605	29.21986877	26.44676922	22.49555258	20.67203707
Smp_178740	Tesmin-related	15.47369943	0.977263691	0.632218759	1.545768261	0.122160545	0.30879363	12.22458473	4.692752803	12.5228009	18.00631096	17.24659031	28.14915686
Smp_178750	Putative transcription initiation factor IIE, alpha subunit	40.02222643	0.321154574	0.468809266	0.685043146	0.493316695	0.702704785	50.8542725	37.54202242	12.5228009	52.33084123	36.74273588	50.14068566
Smp_178760		1.112852512	-0.292887638	2.036929304	-0.143788809	0.88566724	NA	0	0	4.174266967	1.688091653	0.374925876	0.439830576
Smp_178780	Meso-ectoderm gene expression control protein	14.830917	3.08493535	0.815081441	3.784818539	0.000153821	0.001957948	2.444916947	4.692752803	4.174266967	36.57531914	21.74570083	19.35254534
Smp_178810	26S proteasome non-ATPase regulatory subunit 13	106.8189177	-0.451881945	0.343492565	-1.315550875	0.188324831	0.403953438	122.2458473	126.7043257	121.053742	120.9799018	66.36188011	83.56780943
Smp_178850	polynucleotide adenylyltransferase	60.74221676	0.13477663	0.400982063	0.336116357	0.736783124	0.865572848	50.36528911	37.54202242	87.65960631	68.64906054	72.73562001	47.5017022
Smp_178990	C2H2-type domain-containing protein	21.26559725	1.270001328	0.565923988	2.244119978	0.024824683	0.107194433	13.6915349	14.07825841	8.348533934	38.82610801	23.62033021	29.02881801
Smp_179000	PHD and RING finger domain-containing protein 1	42.62271646	0.77637037	0.451783084	1.718458253	0.085713063	0.248448022	35.69578742	9.385505605	45.91693664	65.27287723	45.36603104	54.09916084
Smp_179010	Putative exosome complex exonuclease rrp42 (Ribosomal rna processing protein 42)	52.45605111	-0.396861956	0.401917793	-0.987420718	0.323436432	0.553275869	79.70429247	61.00578643	33.39413574	47.82926349	45.74095691	47.06187162
Smp_179070	Non-specific serine/threonine protein kinase	107.3175605	0.068809521	0.332329021	0.207052399	0.835968936	0.923099931	126.1577145	107.9333145	75.13680541	108.600563	101.6049125	124.472053
Smp_179080	 Yae1_N domain-containing protein	49.96124033	-0.188883094	0.436258616	-0.432961293	0.66504289	0.823104772	69.92462468	56.31303363	29.21986877	63.02208836	48.74036393	32.54746262
Smp_179110	purine-nucleoside phosphorylase	22.43818211	0.202639907	0.528400473	0.383496831	0.70135142	0.845429948	24.44916947	28.15651682	8.348533934	28.69755809	24.74510784	20.23220649
Smp_179130		75.2964947	0.597003731	0.355438267	1.679627059	0.0930299	0.262060809	62.58987384	70.39129204	45.91693664	100.1601047	92.23176558	80.48899539
Smp_179180	40S ribosomal protein SA	685.6923998	-1.838972334	0.34547651	-5.323002526	1.02E-07	2.84E-06	954.4955761	1661.234492	601.0944433	356.7500359	256.4492994	284.130552
Smp_179200	Ovule protein	18.48426518	0.399189258	0.588209393	0.678651621	0.497358627	0.704684917	22.00425252	14.07825841	8.348533934	19.69440261	16.87166444	29.90847916
Smp_179250	Alpha-galactosidase	493.3027315	-2.192885645	0.293738279	-7.465440496	8.30E-14	7.46E-12	974.0549116	750.8404484	701.2768505	207.0725761	199.4605662	127.1110364
Smp_179270	Putative heterogeneous nuclear ribonucleoprotein (Hnrnp)	71.42639095	0.196570882	0.410521179	0.478832497	0.632057796	0.800594043	78.2373423	93.85505605	25.0456018	96.78392142	70.86099063	63.77543351
Smp_179290	Bromo domain-containing protein	37.90401114	-0.183630579	0.531944324	-0.345206389	0.729939216	0.861820686	25.91611964	65.69853924	33.39413574	15.19282487	32.24362537	54.97882199
Smp_179300		719.1544008	-1.69679418	0.257931226	-6.578475228	4.75E-11	2.57E-09	1317.321251	999.5563469	976.7784703	365.1904942	333.6840299	322.3958122
Smp_179320	Eukaryotic translation initiation factor 2c,putative	91.55135767	1.097768631	0.450444806	2.437076899	0.01480653	0.074791255	102.6865118	32.84926962	25.0456018	153.0536432	127.474798	108.1983217
Smp_179350	IRS-type PTB domain-containing protein	52.85954468	1.930523639	0.458407278	4.211372142	2.54E-05	0.000407502	17.60340202	28.15651682	25.0456018	66.39827167	68.2365095	111.7169663
Smp_179360	Sortilin	34.63070357	0.968160416	0.501710573	1.929718983	0.053641667	0.185337166	17.60340202	18.77101121	37.5684027	36.01262192	34.49318062	63.33560293
Smp_179380	C2H2-type domain-containing protein	12.68616792	0.489974505	0.651390415	0.752197904	0.451932054	0.669549293	10.26865118	4.692752803	16.69706787	14.06743044	14.99703505	15.39407016
Smp_179390		4.512482678	3.253748589	1.364797721	2.384051891	0.017123188	0.082301151	0	4.692752803	0	2.813486088	6.373739898	13.19491728
Smp_179400		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_179440		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_179460		906.9646103	-2.439923266	0.282522146	-8.636219499	5.81E-18	1.27E-15	1156.445716	1900.564885	1540.304511	330.8659639	236.9531539	276.6534323
Smp_179490	Bestrophin homolog	12.99875138	0.927927251	0.694666734	1.335787661	0.181618687	0.395110853	13.6915349	9.385505605	0	18.00631096	17.99644206	18.91271476
Smp_179560	Multiple inositol polyphosphate phosphatase 1	222.3736716	-0.93889381	0.281809399	-3.331662508	0.000863289	0.008247595	313.927336	319.1071906	242.1074841	168.246468	136.473019	154.3805321
Smp_179580		0	NA	NA	NA	NA	NA	0	0	0	0	0	0
Smp_179590	Phosphodiesterase	63.39775563	-0.232596851	0.408493988	-0.569400915	0.569084096	0.75993547	60.14495689	89.16230325	58.43973754	48.95465793	40.11706877	83.56780943
Smp_179600		0.143984878	-2.091046376	4.040827008	-0.517479806	0.604821262	NA	0.488983389	0	0	0	0.374925876	0
Smp_179610	Putative arf gtpase-activating protein	123.9220122	-0.468450166	0.332096303	-1.410585309	0.158366926	0.363507636	106.1093955	164.2463481	166.9706787	112.5394435	110.9780594	82.68814827
Smp_179620	BLUF domain-containing protein	39.44263143	-0.663209658	0.436263135	-1.520205593	0.128459312	0.319084439	45.9644386	75.08404484	25.0456018	29.26025531	26.9946631	34.30678492
Smp_179650	Putative chromobox protein	181.7609531	-0.070707329	0.315368151	-0.224205676	0.822597267	0.916235259	211.7298076	112.6260673	229.5846832	183.4392929	170.2163479	182.9695196
Smp_179660	Prominin-1	124.5469552	-1.761016576	0.447366299	-3.936408668	8.27E-05	0.001143085	65.52377418	248.7158985	267.1530859	46.14117184	47.6155863	72.13221445
Smp_179710	Serine hydroxymethyltransferase	29.87868202	0.826860603	0.484920908	1.70514529	0.088167331	0.252759686	23.47120269	18.77101121	20.87133484	44.45308019	43.11647578	28.58898743
